vm_id,decision_timestamp,current_cpu,predicted_cpu_t5m,predicted_cpu_t10m,predicted_cpu_t15m,predicted_cpu_t30m,predicted_cpu_t45m,predicted_cpu_t60m,predicted_mean_cpu,predicted_peak_cpu,predicted_std_cpu,volatility_score,risk_score,risk_state
VM_012,1378716900,1.0,1.0007,0.9709,0.979,0.9877,0.9843,0.9401,0.9852,1.053,0.0339,0.0,0.0134,LOW
VM_012,1378717200,1.0,1.0012,0.9693,0.9749,0.9857,0.9817,0.9382,0.9827,1.0508,0.0341,0.0,0.0133,LOW
VM_012,1378717500,1.0,1.0039,0.9704,0.9756,0.9891,0.9841,0.9403,0.9849,1.0534,0.0339,0.0,0.0134,LOW
VM_012,1378717800,1.0,0.9909,0.9544,0.9546,0.9693,0.9665,0.925,0.9673,1.0341,0.034,0.0,0.0129,LOW
VM_012,1378718100,1.0,0.9869,0.9481,0.9457,0.9611,0.9583,0.918,0.9597,1.0262,0.0342,0.0,0.0128,LOW
VM_012,1378718400,1.0,0.9843,0.9461,0.944,0.9602,0.9574,0.9226,0.9594,1.0258,0.0343,0.0,0.0125,LOW
VM_012,1378718700,1.0,0.9899,0.9463,0.9401,0.9556,0.9533,0.9181,0.9564,1.0209,0.0344,0.0,0.0122,LOW
VM_012,1378719000,1.0,0.9754,0.9287,0.9201,0.9415,0.9396,0.9018,0.941,1.0054,0.0341,0.0,0.0122,LOW
VM_012,1378719300,1.0,0.9718,0.9265,0.9185,0.941,0.9368,0.903,0.9396,1.0049,0.0343,0.0,0.0121,LOW
VM_012,1378719600,1.0,0.9662,0.9212,0.914,0.9394,0.9343,0.9024,0.9367,1.0025,0.034,0.0,0.0118,LOW
VM_012,1378719900,1.0,0.9698,0.931,0.9293,0.9508,0.9446,0.9248,0.9492,1.0184,0.0346,0.0,0.0124,LOW
VM_012,1378720200,1.0,0.9627,0.912,0.9039,0.9349,0.9284,0.8984,0.9302,0.994,0.0336,0.0,0.0113,LOW
VM_012,1378720500,1.0,0.9612,0.9058,0.8963,0.9326,0.9272,0.899,0.9275,0.991,0.0332,0.0,0.0112,LOW
VM_012,1378720800,1.0,0.9546,0.899,0.8906,0.9307,0.9253,0.9012,0.9248,0.9923,0.0334,0.0,0.012,LOW
VM_012,1378721100,1.0,0.9613,0.9042,0.8945,0.939,0.9319,0.909,0.9314,0.9979,0.0331,0.0,0.0122,LOW
VM_012,1378721400,1.0,0.9521,0.8915,0.8816,0.9276,0.9203,0.8988,0.9198,0.9865,0.033,0.0,0.0124,LOW
VM_012,1378721700,1.0,0.9526,0.8894,0.8789,0.9265,0.9194,0.9038,0.9195,0.9884,0.033,0.0,0.0129,LOW
VM_012,1378722000,1.0,0.9534,0.889,0.8785,0.9273,0.9189,0.9068,0.92,0.9894,0.0331,0.0,0.0131,LOW
VM_012,1378722300,1.0,0.9603,0.8963,0.8865,0.9332,0.9247,0.9191,0.9275,0.9987,0.0331,0.0,0.0133,LOW
VM_012,1378722600,1.0,0.9489,0.8807,0.8696,0.9203,0.9136,0.9083,0.9147,0.9877,0.0337,0.0,0.014,LOW
VM_012,1378722900,1.0,0.9488,0.8785,0.8668,0.9182,0.9128,0.9121,0.914,0.9897,0.0343,0.0,0.0145,LOW
VM_012,1378723200,1.0,0.957,0.8912,0.8816,0.9287,0.922,0.9289,0.9268,1.0047,0.0347,0.0,0.0146,LOW
VM_012,1378723500,1.0,0.963,0.8971,0.886,0.9365,0.9287,0.9438,0.935,1.0198,0.0369,0.0,0.0158,LOW
VM_012,1378723800,1.0,0.9584,0.8864,0.8718,0.9266,0.9249,0.9394,0.9275,1.016,0.0384,0.0,0.0171,LOW
VM_012,1378724100,1.0,0.9545,0.8838,0.873,0.9241,0.9174,0.937,0.9239,1.0095,0.0372,0.0,0.0161,LOW
VM_012,1378724400,1.0,0.951,0.884,0.8755,0.9241,0.9167,0.9407,0.9243,1.0123,0.0375,0.0,0.0162,LOW
VM_012,1378724700,1.0,0.9561,0.8908,0.8828,0.932,0.9223,0.9449,0.9305,1.017,0.0369,0.0,0.0159,LOW
VM_012,1378725000,1.0,0.95,0.8839,0.8748,0.921,0.9148,0.9491,0.9243,1.0175,0.039,0.0,0.0169,LOW
VM_012,1378725300,1.0,0.9471,0.8787,0.8695,0.9176,0.9102,0.9428,0.9196,1.0103,0.0384,0.0,0.0167,LOW
VM_012,1378725600,1.0,0.9492,0.8802,0.8708,0.9199,0.9092,0.9434,0.9205,1.0097,0.0381,0.0,0.0164,LOW
VM_012,1378725900,1.0,0.9507,0.8818,0.8712,0.9213,0.9126,0.9481,0.9229,1.014,0.0387,0.0,0.0169,LOW
VM_012,1378726200,1.0,0.948,0.8769,0.8666,0.9172,0.908,0.9483,0.9191,1.0104,0.0392,0.0,0.017,LOW
VM_012,1378726500,1.0,0.9441,0.8756,0.8679,0.9158,0.9033,0.9492,0.9173,1.0095,0.0393,0.0,0.0167,LOW
VM_012,1378726800,1.0,0.9388,0.8729,0.8666,0.9133,0.8998,0.9491,0.9147,1.0086,0.0397,0.0,0.0168,LOW
VM_012,1378727100,1.0,0.9437,0.8772,0.8687,0.9172,0.904,0.9507,0.9183,1.0109,0.0393,0.0,0.0168,LOW
VM_012,1378727400,1.0,0.9376,0.8696,0.8616,0.9114,0.8974,0.9426,0.9115,1.0018,0.0387,0.0,0.0166,LOW
VM_012,1378727700,1.0,0.9362,0.8686,0.8607,0.9114,0.8965,0.9438,0.9112,1.0023,0.039,0.0,0.0167,LOW
VM_012,1378728000,1.0,0.9376,0.8713,0.864,0.9147,0.8974,0.9548,0.9146,1.0097,0.0407,0.0,0.0172,LOW
VM_012,1378728300,1.0,0.9434,0.8762,0.8659,0.9218,0.9054,0.957,0.9202,1.0134,0.0403,0.0,0.0174,LOW
VM_012,1378728600,1.0,0.9395,0.8703,0.8599,0.9172,0.8994,0.9514,0.9145,1.0057,0.04,0.0,0.0172,LOW
VM_012,1378728900,1.0,0.9314,0.8649,0.8566,0.9122,0.8918,0.9445,0.9085,0.999,0.0394,0.0,0.0168,LOW
VM_012,1378729200,1.0,0.9293,0.8644,0.8566,0.9118,0.8892,0.9445,0.9074,0.9977,0.0393,0.0,0.0167,LOW
VM_012,1378729500,1.0,0.93,0.8679,0.8602,0.9143,0.8913,0.9444,0.9097,0.9993,0.0388,0.0,0.0164,LOW
VM_012,1378729800,1.0,0.9246,0.864,0.857,0.9124,0.8854,0.9419,0.9057,0.9946,0.0387,0.0,0.0163,LOW
VM_012,1378730100,1.0,0.9205,0.8604,0.8539,0.9096,0.88,0.9371,0.9017,0.9894,0.0383,0.0,0.016,LOW
VM_012,1378730400,1.0,0.9234,0.8627,0.8544,0.9133,0.8839,0.9381,0.9045,0.9904,0.038,0.0,0.0161,LOW
VM_012,1378730700,1.0,0.9227,0.8691,0.8631,0.9141,0.8866,0.9547,0.9104,1.0069,0.0412,0.0,0.017,LOW
VM_012,1378731000,1.0,0.9231,0.8655,0.8562,0.917,0.8854,0.9419,0.9071,0.9946,0.0387,0.0,0.0164,LOW
VM_012,1378731300,1.0,0.9206,0.8625,0.8531,0.9163,0.8799,0.9338,0.9032,0.9853,0.0371,0.0,0.0156,LOW
VM_012,1378731600,1.0,0.9161,0.8614,0.8528,0.914,0.8758,0.9316,0.9009,0.9835,0.037,0.0,0.0154,LOW
VM_012,1378731900,1.0,0.9167,0.8641,0.8552,0.9176,0.8791,0.9328,0.9036,0.985,0.0366,0.0,0.0153,LOW
VM_012,1378732200,1.0,0.9105,0.8576,0.8499,0.9094,0.8685,0.9234,0.8952,0.9732,0.0354,0.0,0.0146,LOW
VM_012,1378732500,1.0,0.9074,0.8574,0.8505,0.9068,0.8629,0.9189,0.8922,0.9678,0.0344,0.0,0.0139,LOW
VM_012,1378732800,1.0667,0.9112,0.8633,0.8556,0.9104,0.8643,0.9198,0.8952,0.9687,0.0335,0.0136,0.0151,LOW
VM_012,1378733100,1.0,0.9133,0.8674,0.8562,0.9131,0.8681,0.9195,0.8977,0.9692,0.033,0.0136,0.0151,LOW
VM_012,1378733400,1.0,0.9145,0.8696,0.8553,0.915,0.8674,0.9166,0.8975,0.9663,0.0324,0.0136,0.0149,LOW
VM_012,1378733700,1.0,0.9112,0.8674,0.8523,0.9112,0.8623,0.9112,0.8933,0.961,0.032,0.0136,0.0146,LOW
VM_012,1378734000,1.0,0.9114,0.87,0.8532,0.9135,0.8641,0.9132,0.8949,0.9628,0.0321,0.0136,0.0147,LOW
VM_012,1378734300,1.0667,0.9195,0.8809,0.8613,0.92,0.8752,0.9257,0.9044,0.9762,0.0331,0.0188,0.016,LOW
VM_012,1378734600,1.0,0.9167,0.8769,0.8554,0.9179,0.8693,0.9136,0.8986,0.9649,0.032,0.0188,0.0154,LOW
VM_012,1378734900,1.0,0.9191,0.8775,0.8546,0.919,0.8694,0.9132,0.8988,0.9636,0.032,0.0188,0.0153,LOW
VM_012,1378735200,1.0,0.9207,0.8817,0.8564,0.9207,0.8727,0.9165,0.9015,0.9683,0.0326,0.0188,0.0156,LOW
VM_012,1378735500,1.0,0.9257,0.8866,0.859,0.9267,0.8812,0.9215,0.9073,0.9739,0.033,0.0188,0.016,LOW
VM_012,1378735800,1.0,0.9257,0.8886,0.8613,0.9252,0.878,0.9196,0.9064,0.9727,0.0326,0.0188,0.0156,LOW
VM_012,1378736100,1.0,0.9251,0.8905,0.8635,0.9251,0.8777,0.9195,0.9066,0.9726,0.0323,0.0188,0.0153,LOW
VM_012,1378736400,1.0,0.9269,0.894,0.8664,0.9264,0.8792,0.9202,0.9085,0.9739,0.0321,0.0188,0.0151,LOW
VM_012,1378736700,1.0,0.9283,0.897,0.8684,0.928,0.8848,0.9241,0.9116,0.9775,0.0322,0.0188,0.0153,LOW
VM_012,1378737000,1.0,0.9264,0.8966,0.8686,0.9261,0.8803,0.9201,0.9091,0.9742,0.032,0.0188,0.015,LOW
VM_012,1378737300,1.0,0.9267,0.8974,0.8688,0.9255,0.8801,0.9191,0.9089,0.9734,0.032,0.0188,0.015,LOW
VM_012,1378737600,1.0667,0.9318,0.9055,0.8761,0.9325,0.8887,0.923,0.9161,0.9795,0.0315,0.0225,0.0154,LOW
VM_012,1378737900,1.2,0.9435,0.9179,0.8859,0.9407,0.904,0.9343,0.927,0.9898,0.0319,0.045,0.019,LOW
VM_012,1378738200,1.0,0.9367,0.9062,0.8766,0.9281,0.8884,0.9225,0.9142,0.9751,0.0319,0.045,0.0189,LOW
VM_012,1378738500,1.0,0.939,0.9086,0.8793,0.93,0.8893,0.9248,0.9158,0.9765,0.0322,0.045,0.019,LOW
VM_012,1378738800,1.0,0.9381,0.9082,0.8789,0.9298,0.8891,0.9265,0.9162,0.9785,0.033,0.045,0.0191,LOW
VM_012,1378739100,1.0,0.9413,0.9143,0.8839,0.9378,0.8999,0.9388,0.9245,0.9903,0.0343,0.045,0.0198,LOW
VM_012,1378739400,1.0,0.933,0.9069,0.8767,0.9255,0.8888,0.9361,0.9158,0.986,0.0361,0.045,0.0203,LOW
VM_012,1378739700,1.0,0.9339,0.9052,0.8761,0.9253,0.8906,0.9368,0.9159,0.9851,0.0365,0.045,0.0205,LOW
VM_012,1378740000,1.0,0.935,0.9061,0.8768,0.9257,0.8933,0.9404,0.9176,0.988,0.0373,0.0439,0.0208,LOW
VM_012,1378740300,1.0,0.9381,0.9112,0.8817,0.9302,0.9021,0.9469,0.9236,0.9945,0.0374,0.0439,0.021,LOW
VM_012,1378740600,1.0,0.9374,0.9026,0.8754,0.9253,0.8978,0.9415,0.9183,0.9869,0.038,0.0439,0.0211,LOW
VM_012,1378740900,1.0,0.9392,0.9052,0.878,0.926,0.9015,0.9444,0.9209,0.9905,0.0384,0.0439,0.0214,LOW
VM_012,1378741200,1.0,0.9419,0.9075,0.8807,0.9257,0.9039,0.9439,0.9225,0.993,0.0383,0.0439,0.0215,LOW
VM_012,1378741500,1.1333,0.9574,0.9288,0.8991,0.9411,0.9277,0.9628,0.9418,1.0141,0.0393,0.0491,0.023,LOW
VM_012,1378741800,1.0,0.9458,0.9089,0.8843,0.9258,0.9117,0.9466,0.9253,0.9979,0.0391,0.0491,0.0231,LOW
VM_012,1378742100,1.0,0.9504,0.9091,0.8839,0.9289,0.919,0.9537,0.9292,1.0042,0.0408,0.0491,0.0239,LOW
VM_012,1378742400,1.0,0.9527,0.9107,0.8879,0.9289,0.9162,0.9525,0.9303,1.0008,0.0389,0.0491,0.0229,LOW
VM_012,1378742700,1.0,0.9613,0.916,0.8917,0.9389,0.9295,0.9603,0.9398,1.0119,0.0402,0.0491,0.0236,LOW
VM_012,1378743000,1.0,0.9574,0.9126,0.8908,0.9268,0.9216,0.956,0.9339,1.0063,0.0398,0.0491,0.0233,LOW
VM_012,1378743300,1.0,0.9551,0.911,0.8899,0.9251,0.9235,0.9562,0.9329,1.0077,0.0408,0.0491,0.0238,LOW
VM_012,1378743600,1.0,0.9538,0.9105,0.8909,0.922,0.9231,0.9538,0.9319,1.0066,0.0404,0.0491,0.0237,LOW
VM_012,1378743900,1.0,0.9609,0.9201,0.8991,0.9291,0.9359,0.9606,0.9411,1.0171,0.0408,0.0491,0.0241,LOW
VM_012,1378744200,1.0,0.9526,0.908,0.8919,0.9208,0.9265,0.9536,0.9327,1.0087,0.0411,0.0491,0.0241,LOW
VM_012,1378744500,1.0,0.9518,0.9054,0.8899,0.9171,0.9275,0.9512,0.9312,1.0092,0.0421,0.0491,0.0246,LOW
VM_012,1378744800,1.0,0.9526,0.9055,0.8909,0.9151,0.9293,0.9496,0.9316,1.01,0.0422,0.0481,0.0245,LOW
VM_012,1378745100,1.0667,0.9619,0.9225,0.9045,0.9201,0.9468,0.9699,0.9455,1.0266,0.0454,0.0299,0.0229,LOW
VM_012,1378745400,1.0,0.9514,0.8989,0.8854,0.9108,0.9338,0.9499,0.93,1.0135,0.0458,0.0299,0.0237,LOW
VM_012,1378745700,1.0,0.9535,0.8983,0.8846,0.9139,0.9418,0.9575,0.9337,1.0206,0.0485,0.0299,0.0246,LOW
VM_012,1378746000,1.0,0.9489,0.8939,0.8834,0.9051,0.9359,0.9486,0.928,1.0152,0.048,0.0299,0.0246,LOW
VM_012,1378746300,1.0,0.9566,0.904,0.8923,0.9154,0.9495,0.9626,0.9394,1.0279,0.0495,0.0299,0.025,LOW
VM_012,1378746600,1.0,0.947,0.8903,0.8828,0.8993,0.9387,0.9492,0.9269,1.0166,0.0503,0.0299,0.0253,LOW
VM_012,1378746900,1.0,0.9505,0.8956,0.8875,0.902,0.9464,0.9568,0.9322,1.024,0.0519,0.0299,0.0258,LOW
VM_012,1378747200,1.0,0.9485,0.894,0.8884,0.8988,0.9461,0.9521,0.9305,1.0219,0.0516,0.0299,0.0257,LOW
VM_012,1378747500,1.0,0.9602,0.9087,0.9015,0.9128,0.9613,0.9647,0.9441,1.0351,0.0514,0.0299,0.0257,LOW
VM_012,1378747800,1.0,0.9529,0.9037,0.8993,0.9033,0.9563,0.9585,0.9385,1.0289,0.0514,0.0299,0.0255,LOW
VM_012,1378748100,1.0,0.9501,0.905,0.9024,0.9005,0.9572,0.9645,0.9394,1.0305,0.0525,0.0299,0.0256,LOW
VM_012,1378748400,1.0667,0.9521,0.9064,0.9059,0.9028,0.96,0.9626,0.9414,1.0316,0.052,0.0321,0.0257,LOW
VM_012,1378748700,1.0667,0.9593,0.9176,0.9148,0.9107,0.9726,0.9772,0.9523,1.0431,0.0537,0.0225,0.0248,LOW
VM_012,1378749000,1.0,0.948,0.9044,0.9056,0.9035,0.9615,0.9614,0.9414,1.0308,0.0521,0.0225,0.0244,LOW
VM_012,1378749300,1.0,0.9456,0.9031,0.9053,0.9063,0.9651,0.966,0.9435,1.0345,0.0534,0.0225,0.0247,LOW
VM_012,1378749600,1.0,0.9518,0.9113,0.912,0.9108,0.9695,0.9634,0.9484,1.037,0.0518,0.0225,0.0242,LOW
VM_012,1378749900,1.0,0.96,0.9236,0.9246,0.9266,0.9825,0.9752,0.9615,1.0486,0.0508,0.0225,0.0238,LOW
VM_012,1378750200,1.0,0.9503,0.9109,0.9115,0.9105,0.9715,0.9589,0.9485,1.0353,0.052,0.0225,0.0242,LOW
VM_012,1378750500,1.0,0.9472,0.9119,0.9147,0.9112,0.9724,0.9608,0.9494,1.0357,0.0516,0.0225,0.0239,LOW
VM_012,1378750800,1.0,0.9451,0.9085,0.911,0.9101,0.9709,0.9528,0.9466,1.0316,0.0512,0.0225,0.0238,LOW
VM_012,1378751100,1.0,0.9521,0.9209,0.9235,0.9227,0.9803,0.9627,0.9573,1.041,0.0495,0.0225,0.0232,LOW
VM_012,1378751400,1.0,0.9397,0.9065,0.9106,0.907,0.9689,0.9478,0.9441,1.027,0.0503,0.0225,0.0233,LOW
VM_012,1378751700,1.0,0.9369,0.9059,0.9107,0.9077,0.9686,0.9464,0.9438,1.026,0.0498,0.0225,0.023,LOW
VM_012,1378752000,1.0667,0.9343,0.8996,0.906,0.9074,0.9673,0.9357,0.94,1.0216,0.05,0.0254,0.0235,LOW
VM_012,1378752300,1.1333,0.9455,0.9158,0.9211,0.9182,0.9825,0.9573,0.9552,1.0385,0.0508,0.0339,0.0247,LOW
VM_012,1378752600,1.0,0.9334,0.9011,0.9065,0.9119,0.9724,0.9333,0.9423,1.0213,0.0496,0.0339,0.0242,LOW
VM_012,1378752900,1.0,0.9301,0.9025,0.9106,0.9113,0.9719,0.9379,0.9433,1.0221,0.0485,0.0339,0.0237,LOW
VM_012,1378753200,1.0,0.9291,0.8993,0.9082,0.912,0.9687,0.9256,0.9401,1.0168,0.0472,0.0339,0.0232,LOW
VM_012,1378753500,1.0,0.9353,0.907,0.9149,0.9266,0.982,0.9373,0.9514,1.0296,0.0478,0.0339,0.0233,LOW
VM_012,1378753800,1.0,0.9258,0.8961,0.9058,0.915,0.9693,0.9187,0.9391,1.0141,0.0465,0.0339,0.0227,LOW
VM_012,1378754100,1.0,0.9275,0.9003,0.9119,0.9179,0.9701,0.9204,0.9418,1.0148,0.045,0.0339,0.0221,LOW
VM_012,1378754400,1.0,0.9307,0.9011,0.9102,0.9204,0.9715,0.9148,0.9417,1.0117,0.0448,0.0339,0.0218,LOW
VM_012,1378754700,1.0,0.9411,0.9149,0.9218,0.9291,0.9796,0.9287,0.9519,1.0203,0.0431,0.0339,0.0214,LOW
VM_012,1378755000,1.0,0.933,0.9021,0.9094,0.9155,0.9687,0.9165,0.9399,1.0065,0.0441,0.0339,0.0215,LOW
VM_012,1378755300,1.0,0.9366,0.906,0.9123,0.9163,0.9691,0.9202,0.9416,1.0065,0.0432,0.0339,0.0212,LOW
VM_012,1378755600,1.0,0.9424,0.9078,0.9126,0.9157,0.9709,0.9225,0.943,1.0076,0.0441,0.0321,0.0213,LOW
VM_012,1378755900,1.0,0.9516,0.9152,0.9188,0.9229,0.9769,0.9347,0.9503,1.0156,0.0438,0.0299,0.0212,LOW
VM_012,1378756200,1.0,0.941,0.903,0.9083,0.9119,0.9621,0.9125,0.9363,0.9983,0.0425,0.0299,0.0205,LOW
VM_012,1378756500,1.0,0.9415,0.9071,0.9124,0.9147,0.959,0.9094,0.9363,0.9957,0.0397,0.0299,0.0197,LOW
VM_012,1378756800,1.0,0.9524,0.9101,0.9126,0.9185,0.9663,0.9119,0.9404,1.0024,0.0425,0.0299,0.0208,LOW
VM_012,1378757100,1.0667,0.9683,0.9227,0.9217,0.9315,0.9793,0.9223,0.9518,1.0121,0.0433,0.0321,0.0213,LOW
VM_012,1378757400,1.0,0.9525,0.9081,0.9132,0.9133,0.9561,0.9039,0.9341,0.9937,0.0401,0.0321,0.0206,LOW
VM_012,1378757700,1.0,0.9601,0.9179,0.9247,0.9154,0.9597,0.9184,0.9411,0.9937,0.0379,0.0321,0.0195,LOW
VM_012,1378758000,1.0,0.958,0.9117,0.9164,0.9194,0.9576,0.8984,0.9359,0.9964,0.0398,0.0321,0.0206,LOW
VM_012,1378758300,1.0,0.9711,0.9237,0.9254,0.9375,0.9746,0.9079,0.9498,1.01,0.041,0.0321,0.0207,LOW
VM_012,1378758600,1.0,0.9594,0.9151,0.923,0.9252,0.9587,0.8943,0.9383,0.9969,0.0383,0.0321,0.0198,LOW
VM_012,1378758900,1.0,0.9621,0.9211,0.9279,0.9346,0.9616,0.8865,0.9416,1.001,0.0384,0.0321,0.0195,LOW
VM_012,1378759200,1.0667,0.9595,0.9229,0.933,0.9403,0.9615,0.8782,0.9424,1.0026,0.0386,0.0321,0.019,LOW
VM_012,1378759500,1.1333,0.9766,0.9447,0.9544,0.9602,0.9797,0.8923,0.9613,1.0187,0.0382,0.0321,0.0191,LOW
VM_012,1378759800,1.0,0.9577,0.9323,0.9474,0.9553,0.9645,0.8697,0.9487,1.0058,0.0385,0.0321,0.0202,LOW
VM_012,1378760100,1.0,0.9589,0.9379,0.9547,0.9637,0.9698,0.8701,0.9541,1.0134,0.0391,0.0321,0.0211,LOW
VM_012,1378760400,1.0,0.9545,0.9423,0.9632,0.9717,0.9688,0.8657,0.9569,1.0164,0.0391,0.0321,0.0219,LOW
VM_012,1378760700,1.0,0.9664,0.9567,0.9767,0.9862,0.9834,0.8804,0.9711,1.0299,0.0385,0.0321,0.0218,LOW
VM_012,1378761000,1.0,0.9465,0.9449,0.9723,0.9767,0.9629,0.8596,0.9573,1.0166,0.0393,0.0321,0.0227,LOW
VM_012,1378761300,1.0,0.9481,0.951,0.9806,0.982,0.9639,0.8607,0.9612,1.0202,0.0395,0.0321,0.023,LOW
VM_012,1378761600,1.0,0.9529,0.9731,1.0068,1.0026,0.9721,0.871,0.9768,1.0302,0.0401,0.0321,0.023,LOW
VM_012,1378761900,1.0,0.962,0.9816,1.0185,1.0152,0.9826,0.8871,0.9884,1.0414,0.0389,0.0321,0.0224,LOW
VM_012,1378762200,1.0,0.9519,0.9762,1.0176,1.02,0.984,0.8857,0.9879,1.0432,0.0408,0.0321,0.0227,LOW
VM_012,1378762500,1.0,0.9469,0.9796,1.0236,1.0165,0.974,0.8771,0.9847,1.0368,0.0424,0.0321,0.023,LOW
VM_012,1378762800,1.0,0.9405,0.9845,1.0334,1.0179,0.9694,0.8749,0.9858,1.0353,0.0448,0.0321,0.0231,LOW
VM_012,1378763100,1.0667,0.9474,0.9974,1.0501,1.0236,0.9791,0.8962,0.9981,1.0501,0.0428,0.0339,0.0226,LOW
VM_012,1378763400,1.0,0.9381,0.9846,1.0355,1.023,0.9719,0.8807,0.9887,1.0387,0.0447,0.0339,0.023,LOW
VM_012,1378763700,1.0,0.9305,0.9803,1.0337,1.0232,0.965,0.8718,0.9843,1.036,0.0474,0.0339,0.0238,LOW
VM_012,1378764000,1.0,0.9222,0.9737,1.0307,1.022,0.9561,0.8614,0.9781,1.0344,0.0498,0.0339,0.0248,LOW
VM_012,1378764300,1.0,0.9291,0.9829,1.0403,1.0331,0.9634,0.8702,0.9873,1.0473,0.0508,0.0321,0.0251,LOW
VM_012,1378764600,1.0,0.9163,0.9733,1.0352,1.0186,0.946,0.8574,0.9745,1.0369,0.0515,0.0321,0.0253,LOW
VM_012,1378764900,1.0,0.9123,0.9741,1.039,1.0131,0.9376,0.856,0.9715,1.039,0.0524,0.0321,0.0258,LOW
VM_012,1378765200,1.0,0.9011,0.9612,1.0259,1.0057,0.9262,0.8415,0.9601,1.0259,0.0534,0.0321,0.0259,LOW
VM_012,1378765500,1.0,0.9044,0.9622,1.0252,1.01,0.9287,0.8427,0.9619,1.0271,0.0534,0.0321,0.0259,LOW
VM_012,1378765800,1.0,0.8902,0.9498,1.0171,1.0003,0.9117,0.825,0.9489,1.0184,0.0563,0.0321,0.027,LOW
VM_012,1378766100,1.0,0.8878,0.9466,1.0169,1.0011,0.9092,0.8248,0.9478,1.0182,0.0568,0.0321,0.027,LOW
VM_012,1378766400,1.0667,0.8848,0.9399,1.0141,0.9988,0.9073,0.8224,0.9449,1.0141,0.0564,0.0321,0.0268,LOW
VM_012,1378766700,1.0,0.8893,0.9463,1.0264,1.0046,0.9169,0.8466,0.9557,1.0264,0.0538,0.0188,0.0237,LOW
VM_012,1378767000,1.0,0.8697,0.9244,1.0054,0.9961,0.8982,0.8183,0.9369,1.0054,0.0572,0.0188,0.0245,LOW
VM_012,1378767300,1.0,0.8665,0.9149,0.9958,0.9922,0.8968,0.8186,0.9324,0.9995,0.0556,0.0188,0.0238,LOW
VM_012,1378767600,1.0,0.856,0.9023,0.9876,0.9897,0.8889,0.8066,0.9243,0.9947,0.0581,0.0188,0.0247,LOW
VM_012,1378767900,1.0,0.8574,0.9041,0.9891,0.9965,0.897,0.817,0.9302,1.001,0.0577,0.0188,0.0242,LOW
VM_012,1378768200,1.0,0.8427,0.8883,0.978,0.9831,0.8793,0.7991,0.9148,0.9844,0.0587,0.0188,0.0243,LOW
VM_012,1378768500,1.0,0.8434,0.8859,0.9743,0.9799,0.8791,0.8016,0.9134,0.9799,0.0569,0.0188,0.0235,LOW
VM_012,1378768800,1.0,0.839,0.882,0.9678,0.9804,0.8796,0.7996,0.9114,0.9804,0.057,0.0188,0.0238,LOW
VM_012,1378769100,1.0,0.8496,0.8853,0.9641,0.9857,0.8915,0.8103,0.9173,0.9857,0.0541,0.0188,0.0232,LOW
VM_012,1378769400,1.0,0.8395,0.871,0.9496,0.9809,0.8854,0.8004,0.9081,0.9809,0.055,0.0188,0.0238,LOW
VM_012,1378769700,1.0,0.8441,0.8723,0.9472,0.9853,0.8905,0.8048,0.911,0.9853,0.0545,0.0188,0.0238,LOW
VM_012,1378770000,1.0667,0.8496,0.8744,0.9461,0.9923,0.8978,0.8059,0.9148,0.9923,0.0553,0.0225,0.0249,LOW
VM_012,1378770300,1.1333,0.8705,0.8875,0.952,1.004,0.9167,0.8247,0.9286,1.0056,0.0527,0.0321,0.0255,LOW
VM_012,1378770600,1.0,0.8611,0.8777,0.9401,0.9923,0.9032,0.812,0.9162,0.9923,0.052,0.0321,0.0254,LOW
VM_012,1378770900,1.0,0.8671,0.879,0.9372,0.9939,0.9079,0.8156,0.9183,0.9939,0.0512,0.0321,0.0252,LOW
VM_012,1378771200,1.0,0.8639,0.8604,0.8944,1.0175,0.8825,0.7685,0.887,1.0175,0.0733,0.0321,0.036,MEDIUM
VM_012,1378771500,1.0,0.8057,0.8282,0.8666,1.0071,0.8807,0.7905,0.8778,1.0071,0.0688,0.0321,0.0328,MEDIUM
VM_012,1378771800,1.0,0.8327,0.8636,0.8873,0.9942,0.8905,0.8136,0.8873,0.9942,0.0545,0.0321,0.0282,LOW
VM_012,1378772100,1.0,0.8926,0.9013,0.9139,1.0132,0.9247,0.8372,0.919,1.0132,0.0497,0.0321,0.0256,LOW
VM_012,1378772400,1.0,0.8811,0.8996,0.9216,1.0144,0.9238,0.858,0.9227,1.0144,0.0455,0.0321,0.0237,LOW
VM_012,1378772700,1.0,0.9014,0.9234,0.9422,1.0244,0.9394,0.8741,0.9396,1.0244,0.043,0.0321,0.0228,LOW
VM_012,1378773000,1.0,0.8869,0.9083,0.9276,1.0133,0.9319,0.8682,0.9295,1.0133,0.0423,0.0321,0.022,LOW
VM_012,1378773300,1.0,0.8908,0.9141,0.9327,1.0162,0.9385,0.8769,0.9357,1.0162,0.0411,0.0321,0.0212,LOW
VM_012,1378773600,1.0,0.8673,0.8965,0.9246,1.0049,0.9291,0.8727,0.9262,1.0049,0.0412,0.0299,0.0201,LOW
VM_012,1378773900,1.0,0.8613,0.898,0.933,1.0028,0.9311,0.8827,0.9292,1.0028,0.0397,0.0299,0.0206,LOW
VM_012,1378774200,1.0,0.8595,0.9011,0.9284,0.9996,0.9316,0.8805,0.9283,0.9996,0.0392,0.0299,0.0204,LOW
VM_012,1378774500,1.0,0.8764,0.9151,0.9293,1.0033,0.9421,0.885,0.9359,1.0033,0.0373,0.0299,0.0188,LOW
